time_allocation,time_retrieve,time_total,n,rows_per_block,threads_per_line, max_iter
0.173103,3.6188e-05,1.85561,10000,32,4,500
0.173191,3.7102e-05,1.86418,10000,64,4,500
0.173438,3.6541e-05,1.86194,10000,128,4,500
0.173303,3.7001e-05,2.49053,10000,256,4,500
0.17329,3.7295e-05,2.23887,10000,1,8,500
0.173134,3.6705e-05,1.93849,10000,2,8,500
0.173081,3.6163e-05,1.78431,10000,4,8,500
0.173259,3.7265e-05,1.78677,10000,8,8,500
0.173167,3.6549e-05,2.01046,10000,16,8,500
0.173155,3.8079e-05,1.79199,10000,32,8,500
0.17318,3.6546e-05,1.78716,10000,64,8,500
0.173422,3.7379e-05,1.78211,10000,128,8,500
0.173342,3.6999e-05,1.38376,10000,1,16,500
0.17319,4.3608e-05,1.23192,10000,2,16,500
0.173377,3.5785e-05,1.30236,10000,4,16,500
0.173148,3.6678e-05,1.21266,10000,8,16,500
0.173146,3.7157e-05,1.614,10000,16,16,500
0.173329,3.7145e-05,2.71414,10000,32,16,500
0.173248,3.7011e-05,2.33507,10000,64,16,500
0.173016,3.7084e-05,1.1085,10000,1,32,500
0.173555,3.6186e-05,1.07772,10000,2,32,500
0.173172,3.6283e-05,1.0757,10000,4,32,500
0.173168,3.6386e-05,1.08065,10000,8,32,500
0.173334,3.701e-05,1.14029,10000,16,32,500
0.173254,3.6043e-05,1.41288,10000,32,32,500
0.173116,3.6115e-05,1.04418,10000,1,64,500
0.173192,3.7621e-05,1.04053,10000,2,64,500
0.173187,3.602e-05,1.04354,10000,4,64,500
0.172998,3.811e-05,1.05108,10000,8,64,500
0.172992,3.6785e-05,1.12656,10000,16,64,500
0.173123,3.726e-05,1.02763,10000,1,128,500
0.17311,3.6872e-05,1.03037,10000,2,128,500
0.173255,3.6906e-05,1.04295,10000,4,128,500
0.173359,3.6748e-05,1.05235,10000,8,128,500
0.173261,3.6021e-05,1.01665,10000,1,256,500
0.173323,3.6711e-05,1.01771,10000,2,256,500
0.173416,3.6122e-05,1.03931,10000,4,256,500
0.173016,3.7225e-05,1.00982,10000,1,512,500
0.173228,3.715e-05,1.01816,10000,2,512,500
0.173037,3.5807e-05,1.01113,10000,1,1024,500
0.0434483,2.4056e-05,1.26952,5000,1,1,500
0.0435244,2.4843e-05,0.917571,5000,2,1,500
0.0435933,2.372e-05,0.893563,5000,4,1,500
0.0435628,2.4605e-05,0.866632,5000,8,1,500
0.0434587,2.4752e-05,0.856093,5000,16,1,500
0.0435012,2.4632e-05,0.891478,5000,32,1,500
0.0434505,2.5451e-05,0.910541,5000,64,1,500
0.0435418,2.5238e-05,0.931925,5000,128,1,500
0.0434412,2.4833e-05,1.2049,5000,256,1,500
0.0434762,2.4459e-05,1.77319,5000,512,1,500
0.0435546,2.4729e-05,2.67416,5000,1024,1,500
0.0434737,2.4708e-05,1.09458,5000,1,2,500
0.0435911,2.5161e-05,0.849722,5000,2,2,500
0.0435186,2.5568e-05,0.841467,5000,4,2,500
0.0434756,2.3998e-05,0.808853,5000,8,2,500
0.0435447,2.5396e-05,0.820652,5000,16,2,500
0.043692,2.4966e-05,0.815337,5000,32,2,500
0.0436613,2.426e-05,0.811643,5000,64,2,500
0.043557,2.4173e-05,0.869702,5000,128,2,500
0.0435192,2.392e-05,1.03653,5000,256,2,500
0.0434933,2.3476e-05,1.45197,5000,512,2,500
0.0435012,2.4963e-05,1.02813,5000,1,4,500
0.0435648,2.4836e-05,0.838753,5000,2,4,500
0.0434812,2.4372e-05,0.812739,5000,4,4,500
0.0434611,2.4578e-05,0.809055,5000,8,4,500
0.0435277,2.5163e-05,0.809744,5000,16,4,500
0.0435457,2.429e-05,0.798743,5000,32,4,500
0.0436234,2.4231e-05,0.792601,5000,64,4,500
0.0434565,2.4762e-05,0.825323,5000,128,4,500
0.0436048,2.4631e-05,0.909565,5000,256,4,500
0.0435648,2.4971e-05,0.837445,5000,1,8,500
0.0434981,2.4072e-05,0.76126,5000,2,8,500
0.0435519,2.4859e-05,0.764519,5000,4,8,500
0.0435516,2.523e-05,0.763545,5000,8,8,500
0.0435969,2.51e-05,0.765665,5000,16,8,500
0.0434187,2.4237e-05,0.764466,5000,32,8,500
0.0434758,2.5334e-05,0.767999,5000,64,8,500
0.0434304,2.5082e-05,0.77328,5000,128,8,500
0.0434969,2.439e-05,0.629745,5000,1,16,500
0.0435609,2.4959e-05,0.591583,5000,2,16,500
0.0435019,2.4563e-05,0.62171,5000,4,16,500
0.0435317,2.4616e-05,0.60098,5000,8,16,500
0.043464,2.468e-05,0.645838,5000,16,16,500
0.0435547,2.5114e-05,0.652003,5000,32,16,500
0.0435602,3.102e-05,0.654704,5000,64,16,500
0.0435009,2.4843e-05,0.560445,5000,1,32,500
0.0434886,2.4857e-05,0.550888,5000,2,32,500
0.0435101,2.4778e-05,0.551013,5000,4,32,500
0.043479,2.4285e-05,0.547013,5000,8,32,500
0.0435196,2.4665e-05,0.561577,5000,16,32,500
0.0435025,2.3749e-05,0.610068,5000,32,32,500
0.0435939,2.5159e-05,0.539553,5000,1,64,500
0.0435334,2.4447e-05,0.537644,5000,2,64,500
0.0434222,2.4408e-05,0.540381,5000,4,64,500
0.043486,2.4161e-05,0.540602,5000,8,64,500
0.0435948,2.5352e-05,0.555203,5000,16,64,500
0.0435272,2.3966e-05,0.534841,5000,1,128,500
0.0435358,2.4374e-05,0.535385,5000,2,128,500
0.0435043,2.4446e-05,0.538442,5000,4,128,500
0.0436266,3.0645e-05,0.545483,5000,8,128,500
0.0434879,2.3859e-05,0.532156,5000,1,256,500
0.0435485,2.4494e-05,0.528473,5000,2,256,500
0.0435217,2.3822e-05,0.539761,5000,4,256,500
0.0434536,2.5333e-05,0.53093,5000,1,512,500
0.0433719,2.4875e-05,0.541548,5000,2,512,500
0.0435439,2.4694e-05,0.532892,5000,1,1024,500
0.173272,3.6331e-05,3.93268,10000,1,1,500
0.173244,3.713e-05,2.53592,10000,2,1,500
0.173186,3.7468e-05,2.00674,10000,4,1,500
0.173214,3.7085e-05,1.91329,10000,8,1,500
0.173546,3.8121e-05,1.90652,10000,16,1,500
0.17333,3.5912e-05,1.93714,10000,32,1,500
0.173114,3.5756e-05,1.93215,10000,64,1,500
0.172996,3.576e-05,1.93042,10000,128,1,500
0.173128,3.7389e-05,2.39146,10000,256,1,500
0.173131,3.6336e-05,3.58901,10000,512,1,500
0.173196,3.5371e-05,5.41944,10000,1024,1,500
0.173101,3.6948e-05,3.25956,10000,1,2,500
0.172915,3.6591e-05,2.26198,10000,2,2,500
0.173332,3.7101e-05,1.93691,10000,4,2,500
0.173153,3.5836e-05,1.86368,10000,8,2,500
0.173116,3.6456e-05,1.87651,10000,16,2,500
0.173569,3.6204e-05,1.86396,10000,32,2,500
0.173037,3.6567e-05,1.86288,10000,64,2,500
0.173114,3.6766e-05,1.86891,10000,128,2,500
0.17315,3.5963e-05,2.04134,10000,256,2,500
0.172968,3.8089e-05,3.08355,10000,512,2,500
0.173263,3.6529e-05,2.98857,10000,1,4,500
0.173288,3.6536e-05,2.1672,10000,2,4,500
0.173239,3.56e-05,1.90819,10000,4,4,500
0.173172,3.627e-05,1.84217,10000,8,4,500
0.173254,3.6548e-05,1.85699,10000,16,4,500
0.173607,3.7502e-05,1.85888,10000,32,4,500
0.173293,3.7508e-05,1.8655,10000,64,4,500
0.173052,3.7214e-05,1.86054,10000,128,4,500
0.173193,3.6641e-05,2.497,10000,256,4,500
0.173336,3.6608e-05,2.23402,10000,1,8,500
0.173536,3.6195e-05,1.9389,10000,2,8,500
0.173435,3.5868e-05,1.78831,10000,4,8,500
0.1731,3.5924e-05,1.78378,10000,8,8,500
0.174569,3.6604e-05,2.01493,10000,16,8,500
0.173278,3.7718e-05,1.78912,10000,32,8,500
0.173309,3.6506e-05,1.78895,10000,64,8,500
0.173127,3.6375e-05,1.78416,10000,128,8,500
0.173484,3.5927e-05,1.38289,10000,1,16,500
0.173277,3.6586e-05,1.22771,10000,2,16,500
0.173348,3.7829e-05,1.30003,10000,4,16,500
0.173297,3.5627e-05,1.21622,10000,8,16,500
0.173444,3.7897e-05,1.61747,10000,16,16,500
0.173354,3.7937e-05,2.75462,10000,32,16,500
0.173043,3.6992e-05,2.39212,10000,64,16,500
0.173419,3.5576e-05,1.10962,10000,1,32,500
0.173324,3.6059e-05,1.07597,10000,2,32,500
0.173445,3.7243e-05,1.07548,10000,4,32,500
0.173401,3.5952e-05,1.08329,10000,8,32,500
0.174587,3.6345e-05,1.13762,10000,16,32,500
0.17311,3.7715e-05,1.41317,10000,32,32,500
0.172995,3.7642e-05,1.04576,10000,1,64,500
0.173268,3.7391e-05,1.04023,10000,2,64,500
0.173355,3.6127e-05,1.04384,10000,4,64,500
0.173529,3.6336e-05,1.04776,10000,8,64,500
0.172958,3.7362e-05,1.12711,10000,16,64,500
0.173132,3.6274e-05,1.03012,10000,1,128,500
0.173271,3.6858e-05,1.02612,10000,2,128,500
0.172993,3.6499e-05,1.03874,10000,4,128,500
0.172936,3.7417e-05,1.05825,10000,8,128,500
0.173156,3.5942e-05,1.01695,10000,1,256,500
0.173067,3.6719e-05,1.01798,10000,2,256,500
0.173328,3.5727e-05,1.03888,10000,4,256,500
0.173446,3.7307e-05,1.00668,10000,1,512,500
0.173353,3.6312e-05,1.01919,10000,2,512,500
0.173289,3.6485e-05,1.01373,10000,1,1024,500
