time_allocation,time_retrieve,time_total,n,rows_per_block,threads_per_line, max_iter
0.176044,4.0115e-05,1.16684,10000,8,16,500
0.175972,4.5654e-05,1.16382,10000,16,16,500
0.17623,4.0231e-05,1.16445,10000,32,16,500
0.176015,4.1239e-05,1.16211,10000,64,16,500
0.175926,4.1094e-05,1.12143,10000,1,32,500
0.176057,4.1145e-05,1.07984,10000,2,32,500
0.178888,4.0691e-05,1.0845,10000,4,32,500
0.176392,4.1761e-05,1.08706,10000,8,32,500
0.17587,4.0076e-05,1.0754,10000,16,32,500
0.175994,4.0147e-05,1.07723,10000,32,32,500
0.17611,3.8996e-05,1.05993,10000,1,64,500
0.175967,4.06e-05,1.05333,10000,2,64,500
0.175836,3.9433e-05,1.04884,10000,4,64,500
0.176146,4.1374e-05,1.04772,10000,8,64,500
0.176163,4.064e-05,1.05088,10000,16,64,500
0.175887,3.9931e-05,1.03842,10000,1,128,500
0.176072,3.9898e-05,1.03953,10000,2,128,500
0.175965,4.1013e-05,1.05094,10000,4,128,500
0.176342,4.0312e-05,1.04251,10000,8,128,500
0.175988,4.1155e-05,1.02409,10000,1,256,500
0.185991,3.9873e-05,1.04266,10000,2,256,500
0.176061,3.9281e-05,1.02543,10000,4,256,500
0.176042,4.142e-05,1.02299,10000,1,512,500
0.175975,4.0272e-05,1.02612,10000,2,512,500
0.176305,4.0234e-05,1.02781,10000,1,1024,500
0.695428,6.4246e-05,14.4821,20000,1,1,500
0.695046,6.5693e-05,8.87454,20000,2,1,500
0.696272,6.4118e-05,6.82307,20000,4,1,500
0.696091,7.2803e-05,6.1378,20000,8,1,500
0.695041,6.3878e-05,6.16258,20000,16,1,500
0.695092,6.3586e-05,6.22133,20000,32,1,500
0.695827,6.4763e-05,6.17709,20000,64,1,500
0.696106,6.3366e-05,6.18588,20000,128,1,500
0.696177,6.3519e-05,6.16156,20000,256,1,500
0.695132,6.3618e-05,7.87054,20000,512,1,500
0.696712,6.4738e-05,13.2233,20000,1024,1,500
0.696766,7.1732e-05,11.8379,20000,1,2,500
0.696292,6.4031e-05,7.82043,20000,2,2,500
0.695824,6.3637e-05,6.59565,20000,4,2,500
0.695082,6.476e-05,6.00151,20000,8,2,500
0.695122,6.2847e-05,6.08583,20000,16,2,500
0.695872,6.9128e-05,6.07476,20000,32,2,500
0.695485,6.9833e-05,6.05141,20000,64,2,500
0.696168,6.4382e-05,6.05114,20000,128,2,500
0.694953,6.3084e-05,6.04233,20000,256,2,500
0.696577,6.3709e-05,6.11461,20000,512,2,500
0.696452,6.4612e-05,10.7604,20000,1,4,500
0.695938,6.5222e-05,7.43326,20000,2,4,500
0.695134,6.3355e-05,6.31803,20000,4,4,500
0.69539,6.3968e-05,5.92746,20000,8,4,500
0.694833,6.3783e-05,5.94378,20000,16,4,500
0.695321,6.2956e-05,5.965,20000,32,4,500
0.694635,6.4719e-05,5.95835,20000,64,4,500
0.695698,6.3933e-05,5.96704,20000,128,4,500
0.695761,6.3582e-05,5.97084,20000,256,4,500
0.695667,6.3786e-05,7.80367,20000,1,8,500
0.696003,6.9876e-05,6.57323,20000,2,8,500
0.694835,6.3031e-05,6.03288,20000,4,8,500
0.695071,6.3251e-05,5.79825,20000,8,8,500
0.695677,6.3772e-05,5.79477,20000,16,8,500
0.694672,6.34e-05,5.8033,20000,32,8,500
0.0454651,2.7465e-05,1.32655,5000,1,1,500
0.0456597,2.6511e-05,0.912731,5000,2,1,500
0.0457473,2.5997e-05,0.888785,5000,4,1,500
0.0456624,2.6625e-05,0.864794,5000,8,1,500
0.0456628,2.6852e-05,0.857389,5000,16,1,500
0.0456724,2.6103e-05,0.887279,5000,32,1,500
0.0457044,2.7644e-05,0.909123,5000,64,1,500
0.0458144,2.6242e-05,0.92735,5000,128,1,500
0.0456031,2.6922e-05,1.20159,5000,256,1,500
0.0456234,2.6504e-05,1.77436,5000,512,1,500
0.0456781,2.6778e-05,2.67554,5000,1024,1,500
0.0457663,2.7241e-05,1.10517,5000,1,2,500
0.0457533,2.6031e-05,0.85456,5000,2,2,500
0.0456704,2.6468e-05,0.848624,5000,4,2,500
0.04576,2.6647e-05,0.817449,5000,8,2,500
0.0457315,2.6411e-05,0.825601,5000,16,2,500
0.0457565,2.652e-05,0.821429,5000,32,2,500
0.0458017,2.545e-05,0.817262,5000,64,2,500
0.0458057,2.6674e-05,0.852363,5000,128,2,500
0.0456568,2.6073e-05,0.983444,5000,256,2,500
0.0458406,2.6968e-05,1.21129,5000,512,2,500
0.0457263,2.676e-05,1.03432,5000,1,4,500
0.0456891,2.6737e-05,0.839426,5000,2,4,500
0.0464431,2.656e-05,0.821658,5000,4,4,500
0.0456628,2.6684e-05,0.798228,5000,8,4,500
0.0456356,2.7236e-05,0.795829,5000,16,4,500
0.0456397,2.6137e-05,0.795344,5000,32,4,500
0.0457051,2.6042e-05,0.789943,5000,64,4,500
0.0457534,2.642e-05,0.802587,5000,128,4,500
0.0456524,2.5785e-05,0.813813,5000,256,4,500
0.0457065,2.774e-05,0.847137,5000,1,8,500
0.0457738,2.5497e-05,0.775439,5000,2,8,500
0.045665,2.5923e-05,0.777113,5000,4,8,500
0.0456305,2.6342e-05,0.773947,5000,8,8,500
0.0456964,2.6896e-05,0.76815,5000,16,8,500
0.0456436,2.678e-05,0.771632,5000,32,8,500
0.0457076,2.6011e-05,0.766971,5000,64,8,500
0.0456459,2.5802e-05,0.783018,5000,128,8,500
0.0456634,2.5967e-05,0.638651,5000,1,16,500
0.04564,2.6049e-05,0.60595,5000,2,16,500
0.0456457,2.6431e-05,0.60259,5000,4,16,500
0.045745,2.6844e-05,0.601947,5000,8,16,500
0.0456974,2.6709e-05,0.6018,5000,16,16,500
0.0456423,2.6761e-05,0.600772,5000,32,16,500
0.045907,2.7041e-05,0.602482,5000,64,16,500
0.0458235,2.6075e-05,0.566762,5000,1,32,500
0.045762,2.5681e-05,0.555391,5000,2,32,500
0.0456512,2.5941e-05,0.555767,5000,4,32,500
0.0456788,2.6792e-05,0.560183,5000,8,32,500
0.0457085,2.7315e-05,0.556817,5000,16,32,500
0.045714,2.7246e-05,0.557855,5000,32,32,500
0.0457465,2.5543e-05,0.54819,5000,1,64,500
0.0457071,2.584e-05,0.550236,5000,2,64,500
0.045761,2.6921e-05,0.549527,5000,4,64,500
0.0457262,2.597e-05,0.550961,5000,8,64,500
0.0456929,2.7347e-05,0.546013,5000,16,64,500
0.0457098,2.6332e-05,0.544098,5000,1,128,500
0.0456822,2.7129e-05,0.545954,5000,2,128,500
0.045691,2.6644e-05,0.54358,5000,4,128,500
0.0457158,2.7409e-05,0.54699,5000,8,128,500
0.0457163,2.7415e-05,0.543854,5000,1,256,500
0.0456987,2.7287e-05,0.540914,5000,2,256,500
0.0457439,2.6218e-05,0.542933,5000,4,256,500
0.0457442,2.6055e-05,0.537507,5000,1,512,500
0.0458452,2.6423e-05,0.541575,5000,2,512,500
0.0456679,2.6222e-05,0.542088,5000,1,1024,500
0.176057,4.5262e-05,3.91794,10000,1,1,500
0.175891,4.2319e-05,2.51418,10000,2,1,500
0.176053,4.0142e-05,1.9982,10000,4,1,500
0.176104,3.9978e-05,1.90563,10000,8,1,500
0.176143,4.0027e-05,1.89887,10000,16,1,500
0.176076,3.9462e-05,1.92586,10000,32,1,500
0.176108,3.9972e-05,1.91674,10000,64,1,500
0.176263,3.9745e-05,1.91917,10000,128,1,500
0.176116,4.1434e-05,2.37405,10000,256,1,500
0.175918,4.0676e-05,3.57416,10000,512,1,500
0.175939,4.0428e-05,5.41744,10000,1024,1,500
0.176055,3.9599e-05,3.25908,10000,1,2,500
0.176057,4.0536e-05,2.25801,10000,2,2,500
0.176201,3.9401e-05,1.94126,10000,4,2,500
0.176006,4.1356e-05,1.87052,10000,8,2,500
0.175963,3.9981e-05,1.86322,10000,16,2,500
0.176279,4.2235e-05,1.85937,10000,32,2,500
0.176011,4.0126e-05,1.85861,10000,64,2,500
0.175976,4.0297e-05,1.85535,10000,128,2,500
0.175917,4.6583e-05,1.9747,10000,256,2,500
0.176071,4.0275e-05,2.36089,10000,512,2,500
0.176253,3.986e-05,2.99279,10000,1,4,500
0.176054,4.0381e-05,2.16567,10000,2,4,500
0.176257,3.9351e-05,1.91975,10000,4,4,500
0.175971,4.0786e-05,1.85511,10000,8,4,500
0.176131,4.0781e-05,1.85168,10000,16,4,500
0.17594,4.0307e-05,1.84103,10000,32,4,500
0.175391,4.0669e-05,1.85025,10000,64,4,500
0.176071,3.9344e-05,1.83429,10000,128,4,500
0.176409,3.9531e-05,1.87026,10000,256,4,500
0.176265,4.088e-05,2.24992,10000,1,8,500
0.176209,4.0583e-05,1.93695,10000,2,8,500
0.176385,4.0689e-05,1.79621,10000,4,8,500
0.176145,3.986e-05,1.79708,10000,8,8,500
0.175884,4.0126e-05,1.79422,10000,16,8,500
0.176251,4.0323e-05,1.79038,10000,32,8,500
0.175949,4.0603e-05,1.79138,10000,64,8,500
0.176077,4.0281e-05,1.78424,10000,128,8,500
0.175958,3.9304e-05,1.3951,10000,1,16,500
0.176166,4.1128e-05,1.23174,10000,2,16,500
0.176215,3.9515e-05,1.16662,10000,4,16,500
0.176237,4.0457e-05,1.1671,10000,8,16,500
0.176026,4.0165e-05,1.16226,10000,16,16,500
0.176183,4.1571e-05,1.16383,10000,32,16,500
0.176454,3.9699e-05,1.15758,10000,64,16,500
0.176174,4.021e-05,1.11991,10000,1,32,500
0.17622,4.0073e-05,1.08332,10000,2,32,500
0.176348,4.0242e-05,1.08215,10000,4,32,500
0.175228,4.1065e-05,1.10628,10000,8,32,500
0.176279,4.0821e-05,1.07464,10000,16,32,500
0.17612,3.8968e-05,1.07307,10000,32,32,500
0.176246,4.1051e-05,1.05867,10000,1,64,500
0.176039,4.0101e-05,1.05004,10000,2,64,500
0.176206,4.1289e-05,1.0512,10000,4,64,500
0.176011,4.1281e-05,1.04676,10000,8,64,500
0.176333,3.8978e-05,1.04971,10000,16,64,500
0.176038,3.9847e-05,1.04051,10000,1,128,500
0.176325,3.9733e-05,1.03645,10000,2,128,500
0.176298,4.0087e-05,1.03759,10000,4,128,500
0.176319,3.9814e-05,1.04125,10000,8,128,500
0.175215,4.1091e-05,1.03311,10000,1,256,500
0.176237,4.0858e-05,1.04167,10000,2,256,500
0.176264,4.4744e-05,1.03106,10000,4,256,500
0.176009,4.0332e-05,1.02176,10000,1,512,500
0.176229,4.0141e-05,1.0212,10000,2,512,500
0.176059,4.0153e-05,1.0228,10000,1,1024,500
0.697975,6.5976e-05,14.4951,20000,1,1,500
0.695302,6.4979e-05,8.87605,20000,2,1,500
0.696101,6.3815e-05,6.82489,20000,4,1,500
0.696809,6.4829e-05,6.09801,20000,8,1,500
0.695218,6.3973e-05,6.17209,20000,16,1,500
0.69602,6.5566e-05,6.20748,20000,32,1,500
0.69594,6.9621e-05,6.19703,20000,64,1,500
0.695902,6.4942e-05,6.18335,20000,128,1,500
0.695612,6.2916e-05,6.17026,20000,256,1,500
0.695429,6.5766e-05,7.8688,20000,512,1,500
0.695687,6.3812e-05,13.2222,20000,1024,1,500
0.695651,6.5753e-05,11.8213,20000,1,2,500
0.695531,6.4123e-05,7.82096,20000,2,2,500
0.695179,6.4103e-05,6.60091,20000,4,2,500
0.696279,6.4818e-05,6.01059,20000,8,2,500
0.696327,6.4357e-05,6.0669,20000,16,2,500
0.695341,6.3208e-05,6.05996,20000,32,2,500
0.696186,6.3523e-05,6.05499,20000,64,2,500
0.695903,6.4177e-05,6.05022,20000,128,2,500
0.695391,6.8725e-05,6.04468,20000,256,2,500
0.695469,6.2789e-05,6.12551,20000,512,2,500
0.696257,6.9526e-05,10.7595,20000,1,4,500
0.695449,6.4627e-05,7.43613,20000,2,4,500
0.694755,6.4411e-05,6.32471,20000,4,4,500
0.695904,7.0059e-05,5.92658,20000,8,4,500
0.694692,6.3845e-05,5.94042,20000,16,4,500
0.695264,6.4593e-05,5.96616,20000,32,4,500
0.695767,6.3774e-05,5.9537,20000,64,4,500
0.697043,6.3503e-05,5.96502,20000,128,4,500
0.695323,6.3907e-05,5.97321,20000,256,4,500
0.694837,6.3467e-05,7.79934,20000,1,8,500
0.69595,6.3832e-05,6.57572,20000,2,8,500
0.69707,6.5957e-05,6.0338,20000,4,8,500
0.695091,6.3254e-05,5.80288,20000,8,8,500
0.697011,6.4303e-05,5.79767,20000,16,8,500
0.696578,6.3858e-05,5.79963,20000,32,8,500
0.696425,6.3182e-05,5.79655,20000,64,8,500
0.696026,6.3119e-05,5.79182,20000,128,8,500
0.695627,6.3378e-05,4.40536,20000,1,16,500
0.694801,6.2755e-05,3.7737,20000,2,16,500
0.695543,6.5231e-05,3.52585,20000,4,16,500
0.695607,6.3651e-05,3.51858,20000,8,16,500
0.695013,6.288e-05,3.51349,20000,16,16,500
0.695875,6.3608e-05,3.51258,20000,32,16,500
0.695554,6.2728e-05,3.52013,20000,64,16,500
0.696018,6.3495e-05,3.28344,20000,1,32,500
0.695586,6.4675e-05,3.11501,20000,2,32,500
0.694519,6.3248e-05,3.11015,20000,4,32,500
0.695633,6.2745e-05,3.10601,20000,8,32,500
0.697517,6.4075e-05,3.10544,20000,16,32,500
0.695179,6.3688e-05,3.10314,20000,32,32,500
0.695846,6.956e-05,3.0422,20000,1,64,500
0.695462,6.3166e-05,3.03961,20000,2,64,500
0.695719,6.4957e-05,3.02812,20000,4,64,500
0.695725,6.2971e-05,3.02327,20000,8,64,500
0.694874,6.4012e-05,3.02658,20000,16,64,500
0.697536,6.3808e-05,3.00126,20000,1,128,500
0.695204,6.3273e-05,3.00087,20000,2,128,500
0.695511,6.3853e-05,2.99594,20000,4,128,500
0.694392,6.405e-05,2.99891,20000,8,128,500
0.695447,6.3563e-05,2.97925,20000,1,256,500
0.695784,6.2597e-05,2.98359,20000,2,256,500
0.696433,6.298e-05,2.98813,20000,4,256,500
0.697011,6.422e-05,3.00818,20000,1,512,500
0.695521,6.2981e-05,2.9652,20000,2,512,500
0.695621,6.3707e-05,2.93962,20000,1,1024,500
0.0456842,2.6988e-05,1.2719,5000,1,1,500
0.0457267,2.6026e-05,0.915368,5000,2,1,500
0.0456126,2.6704e-05,0.893023,5000,4,1,500
0.0457146,2.6661e-05,0.863248,5000,8,1,500
0.0457225,2.641e-05,0.855725,5000,16,1,500
0.0457452,2.6687e-05,0.886724,5000,32,1,500
0.0457042,2.6835e-05,0.908661,5000,64,1,500
0.0457262,2.556e-05,0.930161,5000,128,1,500
0.0459305,2.6733e-05,1.20477,5000,256,1,500
0.0456907,2.6448e-05,1.77566,5000,512,1,500
0.0456892,2.7252e-05,2.67403,5000,1024,1,500
0.0456421,2.6674e-05,1.10275,5000,1,2,500
0.0457049,2.6614e-05,0.857486,5000,2,2,500
0.045805,2.6788e-05,0.849741,5000,4,2,500
0.0457204,2.5809e-05,0.826529,5000,8,2,500
0.0457575,2.5449e-05,0.821599,5000,16,2,500
0.0456911,2.6351e-05,0.820654,5000,32,2,500
0.0457503,2.6595e-05,0.818932,5000,64,2,500
0.0456659,2.7326e-05,0.855189,5000,128,2,500
0.0458928,2.6656e-05,0.984283,5000,256,2,500
0.0457187,2.577e-05,1.2129,5000,512,2,500
0.0457256,2.6437e-05,1.03071,5000,1,4,500
0.0456881,2.6228e-05,0.840487,5000,2,4,500
0.0464886,2.6305e-05,0.821179,5000,4,4,500
0.0456268,2.664e-05,0.799835,5000,8,4,500
0.0456565,2.6041e-05,0.794729,5000,16,4,500
0.0456862,2.6405e-05,0.792477,5000,32,4,500
0.0456788,3.1873e-05,0.792026,5000,64,4,500
0.0456544,2.6123e-05,0.80246,5000,128,4,500
0.0456891,2.5929e-05,0.816551,5000,256,4,500
0.0458875,2.7077e-05,0.846956,5000,1,8,500
0.0457587,2.7413e-05,0.77245,5000,2,8,500
0.045767,2.6269e-05,0.778619,5000,4,8,500
0.0456876,2.6898e-05,0.772254,5000,8,8,500
0.0457649,2.6334e-05,0.772934,5000,16,8,500
0.0457181,2.7647e-05,0.770471,5000,32,8,500
0.0457019,2.6661e-05,0.767434,5000,64,8,500
0.0458799,2.5498e-05,0.780161,5000,128,8,500
0.0458817,2.639e-05,0.642543,5000,1,16,500
0.0486873,2.6238e-05,0.619106,5000,2,16,500
0.045783,2.529e-05,0.603025,5000,4,16,500
0.0456998,2.5633e-05,0.60463,5000,8,16,500
0.045649,3.0937e-05,0.598164,5000,16,16,500
0.0456559,2.6495e-05,0.601899,5000,32,16,500
0.0473671,2.6203e-05,0.614116,5000,64,16,500
0.0456908,2.7141e-05,0.570559,5000,1,32,500
0.0457914,2.6091e-05,0.559686,5000,2,32,500
0.0456864,2.6053e-05,0.554673,5000,4,32,500
0.0457058,2.7537e-05,0.560627,5000,8,32,500
0.0456727,2.5635e-05,0.556259,5000,16,32,500
0.045831,2.6808e-05,0.557633,5000,32,32,500
0.0457557,2.6648e-05,0.550046,5000,1,64,500
0.0456738,2.7056e-05,0.549947,5000,2,64,500
0.0456753,2.6619e-05,0.548859,5000,4,64,500
0.0457449,2.6473e-05,0.544618,5000,8,64,500
0.0456287,2.5705e-05,0.546745,5000,16,64,500
0.0456329,2.6651e-05,0.543334,5000,1,128,500
0.0459041,2.641e-05,0.546677,5000,2,128,500
0.0457408,3.2175e-05,0.546325,5000,4,128,500
0.0456669,2.6559e-05,0.549374,5000,8,128,500
0.0457536,2.6216e-05,0.544324,5000,1,256,500
0.0457422,2.6175e-05,0.541996,5000,2,256,500
0.0456817,2.6358e-05,0.542901,5000,4,256,500
0.045692,3.1847e-05,0.539793,5000,1,512,500
0.045763,2.596e-05,0.542457,5000,2,512,500
0.045638,2.6743e-05,0.543551,5000,1,1024,500
0.176121,3.9768e-05,3.91762,10000,1,1,500
0.176257,4.083e-05,2.51562,10000,2,1,500
0.176017,3.9854e-05,1.99209,10000,4,1,500
0.176077,4.0526e-05,1.90464,10000,8,1,500
0.176077,4.1772e-05,1.90229,10000,16,1,500
0.17599,4.0784e-05,1.92834,10000,32,1,500
0.176229,4.0894e-05,1.91923,10000,64,1,500
0.17597,4.0171e-05,1.91946,10000,128,1,500
0.175973,4.0174e-05,2.38171,10000,256,1,500
0.176125,4.1484e-05,3.57037,10000,512,1,500
0.17636,3.8215e-05,5.41373,10000,1024,1,500
0.176307,4.0522e-05,3.26505,10000,1,2,500
0.176192,4.0093e-05,2.25878,10000,2,2,500
0.17606,4.096e-05,1.94359,10000,4,2,500
0.17596,3.9057e-05,1.87429,10000,8,2,500
0.176005,3.9736e-05,1.86369,10000,16,2,500
0.175932,3.9274e-05,1.86037,10000,32,2,500
0.176271,4.0477e-05,1.86353,10000,64,2,500
0.176238,3.9092e-05,1.85875,10000,128,2,500
0.175901,4.1262e-05,1.973,10000,256,2,500
0.176277,4.0183e-05,2.36095,10000,512,2,500
0.176273,4.0395e-05,2.99265,10000,1,4,500
0.176166,3.9402e-05,2.16853,10000,2,4,500
0.176016,4.0514e-05,1.9227,10000,4,4,500
0.176478,3.974e-05,1.85535,10000,8,4,500
0.176269,4.0376e-05,1.85314,10000,16,4,500
0.176089,4.0876e-05,1.84696,10000,32,4,500
0.17614,3.9578e-05,1.84453,10000,64,4,500
0.176079,4.0089e-05,1.83478,10000,128,4,500
0.176092,4.018e-05,1.87411,10000,256,4,500
0.176008,4.105e-05,2.24803,10000,1,8,500
0.176149,3.924e-05,1.93705,10000,2,8,500
0.175963,3.9954e-05,1.79733,10000,4,8,500
0.176262,4.0451e-05,1.80524,10000,8,8,500
0.176108,4.0548e-05,1.79419,10000,16,8,500
0.176461,3.9799e-05,1.79081,10000,32,8,500
0.176029,3.9915e-05,1.78926,10000,64,8,500
0.175915,4.038e-05,1.78268,10000,128,8,500
0.176222,4.1453e-05,1.3952,10000,1,16,500
0.175993,4.1566e-05,1.23435,10000,2,16,500
0.175875,4.0317e-05,1.16598,10000,4,16,500
0.175744,4.2681e-05,1.21099,10000,8,16,500
0.17615,4.0305e-05,1.16162,10000,16,16,500
0.176165,3.9834e-05,1.16318,10000,32,16,500
0.176061,4.0399e-05,1.15925,10000,64,16,500
0.176103,3.9917e-05,1.11598,10000,1,32,500
0.176107,4.016e-05,1.08744,10000,2,32,500
0.176138,4.0134e-05,1.07873,10000,4,32,500
0.176294,3.985e-05,1.08027,10000,8,32,500
0.176086,3.9573e-05,1.07688,10000,16,32,500
0.176155,3.99e-05,1.0718,10000,32,32,500
0.176182,3.939e-05,1.05388,10000,1,64,500
0.176237,4.0005e-05,1.05312,10000,2,64,500
0.176147,3.9356e-05,1.05144,10000,4,64,500
0.176241,4.0377e-05,1.04986,10000,8,64,500
0.176134,3.9587e-05,1.04852,10000,16,64,500
0.176202,3.964e-05,1.03744,10000,1,128,500
0.176547,4.0566e-05,1.04069,10000,2,128,500
0.176049,3.9763e-05,1.03978,10000,4,128,500
0.17631,4.119e-05,1.04087,10000,8,128,500
0.176141,3.9752e-05,1.02465,10000,1,256,500
0.175994,3.8851e-05,1.02385,10000,2,256,500
0.175989,4.0813e-05,1.02888,10000,4,256,500
0.176285,4.0024e-05,1.01756,10000,1,512,500
0.176141,4.0056e-05,1.02211,10000,2,512,500
0.17598,4.0366e-05,1.02502,10000,1,1024,500
0.697506,6.5728e-05,14.4863,20000,1,1,500
0.69583,6.4398e-05,8.87575,20000,2,1,500
0.695644,6.5019e-05,6.80655,20000,4,1,500
0.695671,6.3657e-05,6.09948,20000,8,1,500
0.693548,6.3811e-05,6.16644,20000,16,1,500
0.695559,6.3235e-05,6.20962,20000,32,1,500
0.695181,6.3647e-05,6.19161,20000,64,1,500
0.695472,7.0028e-05,6.18948,20000,128,1,500
0.6955,6.3547e-05,6.17129,20000,256,1,500
0.695223,6.2947e-05,7.86909,20000,512,1,500
0.69569,6.2598e-05,13.2169,20000,1024,1,500
0.69577,6.4478e-05,11.8202,20000,1,2,500
0.696735,6.5982e-05,7.8232,20000,2,2,500
0.694781,6.3734e-05,6.60229,20000,4,2,500
0.695473,6.3216e-05,6.00986,20000,8,2,500
0.695354,6.3551e-05,6.07485,20000,16,2,500
0.694828,6.4302e-05,6.06526,20000,32,2,500
0.695306,6.2809e-05,6.06086,20000,64,2,500
0.695517,6.3468e-05,6.04363,20000,128,2,500
0.695132,6.4646e-05,6.047,20000,256,2,500
0.696231,6.307e-05,6.11692,20000,512,2,500
0.694866,6.7954e-05,10.7619,20000,1,4,500
0.695402,6.3606e-05,7.43629,20000,2,4,500
0.696715,6.4365e-05,6.326,20000,4,4,500
0.695505,6.3346e-05,5.92553,20000,8,4,500
0.695358,6.4242e-05,5.94296,20000,16,4,500
0.695239,6.3699e-05,5.96279,20000,32,4,500
0.696216,6.4354e-05,5.96082,20000,64,4,500
0.697511,6.4348e-05,5.96559,20000,128,4,500
0.695499,6.3739e-05,5.96586,20000,256,4,500
0.69576,6.323e-05,7.80141,20000,1,8,500
0.695396,6.399e-05,6.5695,20000,2,8,500
0.696393,6.3467e-05,6.03053,20000,4,8,500
0.695605,6.4358e-05,5.7999,20000,8,8,500
0.694468,6.4335e-05,5.7965,20000,16,8,500
0.695958,6.3362e-05,5.79945,20000,32,8,500
0.697089,6.5307e-05,5.79909,20000,64,8,500
0.69576,6.3404e-05,5.7928,20000,128,8,500
0.696955,6.4292e-05,4.40826,20000,1,16,500
0.696228,6.4227e-05,3.78401,20000,2,16,500
0.695476,6.336e-05,3.52319,20000,4,16,500
0.694739,6.4509e-05,3.51835,20000,8,16,500
0.696088,6.4387e-05,3.51648,20000,16,16,500
0.695597,6.2785e-05,3.5085,20000,32,16,500
0.696547,6.3484e-05,3.51948,20000,64,16,500
0.695917,6.3698e-05,3.2884,20000,1,32,500
0.696006,6.4514e-05,3.11663,20000,2,32,500
0.695025,6.3894e-05,3.11124,20000,4,32,500
0.695766,6.4576e-05,3.10573,20000,8,32,500
0.696351,6.9e-05,3.11326,20000,16,32,500
0.696596,6.4698e-05,3.10444,20000,32,32,500
0.695736,6.2866e-05,3.03897,20000,1,64,500
0.695599,6.539e-05,3.04029,20000,2,64,500
0.695248,7.0251e-05,3.03058,20000,4,64,500
0.695289,6.4024e-05,3.02423,20000,8,64,500
0.696681,6.394e-05,3.05929,20000,16,64,500
0.696148,6.4102e-05,3.00377,20000,1,128,500
0.695362,6.4532e-05,2.99903,20000,2,128,500
0.695098,6.1966e-05,2.99697,20000,4,128,500
0.696063,6.3877e-05,3.00195,20000,8,128,500
0.696204,6.4034e-05,2.97805,20000,1,256,500
0.695931,6.3694e-05,2.98372,20000,2,256,500
0.695384,6.4226e-05,2.98742,20000,4,256,500
0.695419,6.3357e-05,2.95954,20000,1,512,500
0.695197,6.4539e-05,2.96495,20000,2,512,500
0.695183,6.5335e-05,2.94585,20000,1,1024,500
